Euler cycle
30
25	0.0
30	0.0
35	0.0
40	0.0
45	0.0
50	0.002005338668823242
55	0.0
60	0.0005013942718505859
65	0.0005331039428710938
70	0.0010042190551757812
75	0.0010023117065429688
80	0.001003265380859375
85	0.001003265380859375
90	0.0010013580322265625
95	0.002005338668823242
100	0.0019788742065429688
50
25	0.0
30	0.0
35	0.0
40	0.0
45	0.0
50	0.0010046958923339844
55	0.0009987354278564453
60	0.0010001659393310547
65	0.0009996891021728516
70	0.0020093917846679688
75	0.002005338668823242
80	0.0020051002502441406
85	0.0020062923431396484
90	0.003008127212524414
95	0.0030078887939453125
100	0.0030438899993896484
70
25	0.0010061264038085938
30	0.0
35	0.001035928726196289
40	0.0010023117065429688
45	0.0010349750518798828
50	0.0010025501251220703
55	0.0010035037994384766
60	0.0010027885437011719
65	0.001973867416381836
70	0.0020051002502441406
75	0.0020058155059814453
80	0.0030126571655273438
85	0.005478382110595703
90	0.004012584686279297
95	0.005013704299926758
Euler cycle
30
25	0.0
30	0.0
35	0.0010349750518798828
40	0.0010352134704589844
45	0.0005009174346923828
50	0.0020058155059814453
55	0.0005047321319580078
60	0.0009694099426269531
65	0.0
70	0.0010042190551757812
75	0.0010030269622802734
80	0.0010020732879638672
85	0.0010058879852294922
90	0.0020058155059814453
95	0.0020055770874023438
100	0.0020051002502441406
50
25	0.0
30	0.0005006790161132812
35	0.0
40	0.0004985332489013672
45	0.0
50	0.001035451889038086
55	0.0010025501251220703
60	0.001001119613647461
65	0.001003265380859375
70	0.002009868621826172
75	0.0010068416595458984
80	0.002000570297241211
85	0.0020058155059814453
90	0.003002166748046875
95	0.003012418746948242
100	0.004011392593383789
70
25	0.0
30	0.0009913444519042969
35	0.0010387897491455078
40	0.0010368824005126953
45	0.00103759765625
50	0.0010025501251220703
55	0.0009989738464355469
60	0.0010035037994384766
65	0.0020055770874023438
70	0.0020058155059814453
75	0.0020058155059814453
80	0.002970457077026367
85	0.0030088424682617188
90	0.005013704299926758
95	0.0049877166748046875
Euler cycle
30
25	0.012064695358276367
30	0.03308725357055664
35	0.024030685424804688
40	0.029076099395751953
45	0.037138938903808594
50	0.07423973083496094
55	0.054155588150024414
60	0.06421184539794922
65	0.07979369163513184
70	0.015040159225463867
75	0.02456951141357422
80	0.02807474136352539
85	0.020808696746826172
90	0.03308677673339844
95	0.02803945541381836
100	0.029082298278808594
50
25	0.003010988235473633
30	0.004011392593383789
35	0.006016731262207031
40	0.008022785186767578
45	0.010026216506958008
50	0.013034582138061523
55	0.014004707336425781
60	0.017589569091796875
65	0.025038719177246094
70	0.023639440536499023
75	0.028038978576660156
80	0.031036376953125
85	0.039806365966796875
90	0.03907322883605957
95	0.043616533279418945
100	0.051706790924072266
70
25	0.0040171146392822266
30	0.006010770797729492
35	0.012573719024658203
40	0.010027170181274414
45	0.013034582138061523
50	0.015039920806884766
55	0.02005481719970703
60	0.027076244354248047
65	0.031108617782592773
70	0.03158402442932129
75	0.0381011962890625
80	0.04610109329223633
85	0.0481264591217041
90	0.06864500045776367
95	0.1273515224456787
